FraudFound_P,Month,DayOfWeek,Make,AccidentArea,Sex,MaritalStatus,Age,PolicyType,VehiclePrice,Deductible,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
0,4,4,17,1,0,1,-0.9528435261199916,2,0,-0.17529818073082784,2,1,4,4,0,0,0,3,3,0,2
0,4,3,17,1,1,1,-0.28577855497497473,1,4,-0.17529818073082784,2,1,5,5,0,0,0,1,3,0,1
0,5,1,6,1,1,1,0.30716808604281803,1,0,-0.17529818073082784,2,1,5,5,0,0,0,1,3,0,1
0,5,1,2,1,1,1,-0.21166022484775063,2,0,-0.17529818073082784,2,0,5,5,0,0,0,3,3,0,2
0,1,6,6,1,1,1,0.23304975591559393,1,1,-0.17529818073082784,2,3,5,5,0,0,0,3,3,0,1
0,1,1,2,0,1,2,0.6036414065517144,0,5,-0.17529818073082784,2,3,6,6,0,0,0,0,3,0,0
0,1,5,6,1,1,2,-1.5457901671377843,0,4,-0.17529818073082784,2,0,0,2,0,0,0,0,3,0,0
0,11,3,13,1,1,1,1.863653018714524,0,4,-0.17529818073082784,2,0,5,7,0,0,0,3,3,0,0
0,11,3,13,1,1,1,0.5295230764244904,1,0,-0.17529818073082784,2,0,6,6,0,0,0,2,3,0,1
0,11,3,17,1,1,2,-0.508133545356647,0,1,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,0
0,2,5,13,1,1,1,0.7518780668061626,0,0,6.65070673560594,2,1,6,6,0,0,0,3,2,1,0
0,9,2,13,1,1,1,-0.7304885357383193,0,0,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,0
0,8,4,13,1,1,1,-0.5822518754838711,2,0,-0.17529818073082784,2,1,3,4,0,0,0,3,3,0,2
0,8,5,6,0,1,2,-1.0269618562472156,1,0,-0.17529818073082784,2,0,3,4,0,0,0,3,3,0,1
0,8,6,2,1,0,1,1.7895346885873,2,2,-0.17529818073082784,2,1,6,7,0,0,0,1,3,0,2
0,6,6,2,1,1,2,-0.3598968851021988,1,0,-0.17529818073082784,2,3,5,4,0,0,0,0,3,0,1
0,6,3,5,1,1,1,-0.7304885357383193,2,2,-0.17529818073082784,2,1,5,4,0,0,1,2,3,0,2
0,1,1,9,1,1,1,-0.28577855497497473,1,0,-0.17529818073082784,2,1,5,5,0,0,0,3,3,0,1
0,1,5,6,1,1,2,-1.4716718370105601,4,5,-0.17529818073082784,2,1,2,2,0,0,0,3,3,0,1
0,11,1,17,1,0,2,-0.508133545356647,2,0,-2.450633152843084,2,1,3,4,0,0,0,3,1,0,2
0,1,3,17,0,1,1,2.827191310368437,0,0,-0.17529818073082784,2,0,6,8,0,0,0,3,3,0,0
0,1,1,6,0,1,2,-0.5822518754838711,0,5,-0.17529818073082784,2,1,7,4,0,0,0,3,3,0,0
0,9,4,9,1,1,1,2.5307179898595407,0,0,-0.17529818073082784,2,3,6,8,0,0,0,2,3,0,0
1,1,6,0,1,1,2,0.08481309566114575,6,5,-0.17529818073082784,2,0,4,5,0,0,0,3,3,0,0
0,9,0,6,1,1,1,0.7518780668061626,0,0,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,0
0,11,1,9,1,1,1,0.15893142578836986,1,1,-0.17529818073082784,2,1,5,5,0,0,0,0,3,0,1
0,1,4,13,1,1,1,0.6777597366789385,0,0,-0.17529818073082784,2,3,6,6,0,0,0,0,3,0,0
0,9,5,9,1,1,1,0.6036414065517144,2,0,-0.17529818073082784,2,1,6,6,0,0,0,0,3,0,2
0,9,6,2,0,0,1,0.3812864161700421,0,0,-0.17529818073082784,2,0,5,5,0,0,0,0,3,0,0
1,1,4,17,1,1,1,-0.6563702056110952,1,4,-0.17529818073082784,2,3,4,4,0,0,0,1,3,0,1
0,3,4,17,1,1,1,-0.28577855497497473,2,0,-0.17529818073082784,2,2,5,5,0,0,0,3,3,3,2
0,3,6,18,1,1,1,-1.0269618562472156,1,2,-0.17529818073082784,2,0,5,4,0,0,0,2,2,1,1
0,0,3,17,0,1,2,-1.5457901671377843,0,0,-0.17529818073082784,2,0,1,2,0,0,0,0,3,0,0
0,0,2,5,1,1,2,-0.13754189472052653,6,5,-0.17529818073082784,2,2,5,5,0,0,0,0,3,0,0
0,0,4,13,1,1,2,-0.28577855497497473,0,4,-0.17529818073082784,2,3,6,5,0,0,0,0,3,0,0
0,0,6,17,1,1,1,0.7518780668061626,0,0,-0.17529818073082784,2,3,6,6,0,0,0,0,3,0,0
0,6,6,13,1,1,2,-1.1751985165016638,1,1,-0.17529818073082784,2,1,3,3,0,0,0,3,3,0,1
0,6,3,9,1,0,1,2.9013096404956613,2,4,-0.17529818073082784,2,1,5,8,0,0,0,0,3,0,2
0,1,1,13,1,1,2,-0.7304885357383193,0,0,-0.17529818073082784,2,0,4,4,0,0,0,3,3,2,0
0,5,2,9,1,1,1,0.5295230764244904,0,1,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,0
0,6,1,13,1,1,1,0.45540474629726624,1,5,-0.17529818073082784,2,0,5,6,0,0,0,2,3,0,1
0,11,0,6,1,1,1,-0.3598968851021988,2,1,6.65070673560594,2,3,5,4,0,0,0,2,3,0,2
0,11,1,6,1,1,1,0.8259963969333867,2,0,-0.17529818073082784,2,1,5,6,0,0,0,2,3,0,2
0,10,4,13,1,1,2,-0.9528435261199916,2,1,-0.17529818073082784,2,2,5,4,0,0,0,2,3,0,2
0,11,0,12,0,1,1,-0.8787251959927674,2,5,-0.17529818073082784,2,2,2,4,0,0,0,2,3,0,2
0,10,6,9,1,1,2,-0.43401521522942293,1,0,-0.17529818073082784,2,3,4,4,0,0,0,3,3,0,1
0,2,6,17,1,0,1,-0.8787251959927674,0,4,-0.17529818073082784,2,3,4,4,0,0,0,3,3,0,0
0,2,6,17,1,1,2,-0.43401521522942293,1,0,-0.17529818073082784,2,3,4,4,0,0,0,3,3,0,1
0,3,1,6,1,1,1,-0.21166022484775063,2,0,-0.17529818073082784,2,2,5,5,0,0,0,3,3,0,2
0,11,0,13,0,1,1,-0.508133545356647,2,1,-0.17529818073082784,2,2,4,4,0,0,0,3,3,0,2
0,0,1,13,1,1,1,0.23304975591559393,2,0,-0.17529818073082784,2,2,3,5,0,0,0,2,3,0,2
0,6,1,17,1,1,2,0.6777597366789385,2,0,-0.17529818073082784,2,2,6,6,0,0,0,0,3,0,2
0,1,0,5,1,1,1,0.6777597366789385,6,5,-0.17529818073082784,2,3,6,6,0,0,0,3,2,1,0
0,1,2,17,1,1,2,-0.6563702056110952,0,4,-0.17529818073082784,2,1,5,4,0,0,0,3,3,0,0
1,11,2,17,1,0,1,-0.8787251959927674,1,0,-0.17529818073082784,2,3,3,4,0,0,0,3,3,0,1
0,11,0,12,1,1,1,0.01069476553392166,1,5,-0.17529818073082784,2,1,5,5,0,0,0,3,3,0,1
0,10,5,13,1,1,2,-0.43401521522942293,1,0,-0.17529818073082784,2,3,4,4,0,0,0,2,3,0,1
0,10,6,17,1,1,1,-0.21166022484775063,0,4,-0.17529818073082784,2,0,4,5,0,0,0,3,3,0,0
0,2,1,17,0,1,2,-0.8787251959927674,1,1,-0.17529818073082784,2,1,4,4,0,0,0,0,3,0,1
0,9,1,17,1,1,2,2.1601263392234205,2,1,-0.17529818073082784,2,3,5,8,0,0,0,1,3,0,2
0,10,6,17,1,1,1,-0.43401521522942293,0,0,-0.17529818073082784,2,0,5,4,0,0,0,2,3,0,0
0,1,4,17,1,0,1,-0.9528435261199916,2,0,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,2
0,5,2,17,1,1,1,-0.8046068658655434,0,4,-0.17529818073082784,2,1,4,4,0,0,0,3,3,0,0
0,5,1,6,1,1,1,-0.28577855497497473,1,5,-0.17529818073082784,2,3,4,5,1,0,0,3,3,0,1
0,5,2,2,1,1,1,0.9742330571878349,1,1,-0.17529818073082784,2,1,6,6,0,0,0,2,3,0,1
0,8,5,13,1,1,2,-0.3598968851021988,1,0,-0.17529818073082784,2,1,3,4,0,0,0,3,3,0,1
0,8,0,13,1,1,1,0.08481309566114575,2,1,-0.17529818073082784,2,1,5,5,0,0,0,3,0,0,2
0,8,2,13,1,1,1,1.715416358460076,0,1,-0.17529818073082784,2,3,6,7,0,0,0,1,3,0,0
0,0,5,11,1,1,1,-1.0269618562472156,0,4,-0.17529818073082784,2,1,4,4,0,0,0,2,3,0,0
1,11,2,9,1,1,1,0.01069476553392166,1,1,-0.17529818073082784,2,3,5,5,0,0,0,0,3,0,1
0,7,3,6,1,0,2,-0.43401521522942293,1,0,2.100036791381428,2,3,4,4,0,0,0,3,1,0,1
0,3,6,17,1,1,1,-0.5822518754838711,2,0,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,2
0,10,5,13,1,0,1,-0.6563702056110952,1,0,-0.17529818073082784,2,1,3,4,0,0,0,3,3,0,1
0,11,5,0,1,1,1,-0.9528435261199916,1,1,-0.17529818073082784,2,0,5,4,0,0,0,3,2,1,1
0,1,2,13,1,0,1,0.01069476553392166,2,0,-0.17529818073082784,2,3,3,5,0,0,0,3,3,0,2
1,11,2,17,1,0,1,0.6036414065517144,0,4,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,0
0,8,3,13,1,0,1,-0.8787251959927674,2,0,-0.17529818073082784,2,1,4,4,0,0,0,2,3,0,2
0,8,3,6,1,1,1,0.45540474629726624,1,0,-0.17529818073082784,2,1,6,6,0,0,0,3,3,0,1
1,11,3,9,1,1,2,-1.249316846628888,0,4,-0.17529818073082784,2,0,3,3,0,0,0,2,3,0,0
0,8,3,13,1,1,2,-1.0269618562472156,1,1,-0.17529818073082784,2,0,5,4,0,0,0,3,3,2,1
1,11,3,13,1,1,2,-0.8787251959927674,1,0,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,1
0,0,6,17,1,1,1,0.7518780668061626,2,2,-0.17529818073082784,2,2,6,6,0,0,0,3,3,0,2
0,0,0,6,1,1,2,0.3812864161700421,0,0,-0.17529818073082784,2,3,5,5,0,0,0,0,3,0,0
0,0,6,9,1,1,1,0.23304975591559393,1,5,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,1
0,0,5,6,1,0,1,1.048351387315059,2,0,-0.17529818073082784,2,1,6,6,0,0,0,0,3,0,2
0,0,3,9,1,1,1,-0.8787251959927674,1,0,-0.17529818073082784,2,1,4,4,0,0,0,0,3,0,1
0,0,3,2,1,1,1,1.1965880475695072,7,5,-0.17529818073082784,2,2,6,7,0,0,0,2,3,0,1
0,7,0,6,1,1,2,-2.9540384395550423,0,5,-0.17529818073082784,2,3,7,0,0,0,0,3,3,0,0
0,7,0,6,1,0,2,-0.5822518754838711,0,0,-0.17529818073082784,2,3,3,4,0,0,0,3,3,0,0
0,11,1,2,1,0,1,-0.6563702056110952,1,0,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,1
0,3,3,13,1,1,1,0.01069476553392166,0,4,-0.17529818073082784,2,3,6,5,0,0,0,3,3,0,0
0,3,6,11,1,1,2,0.23304975591559393,2,0,-0.17529818073082784,2,2,4,5,0,0,0,3,3,0,2
0,4,1,18,0,1,1,0.9001147270606108,1,1,-0.17529818073082784,2,2,6,6,1,0,0,2,3,0,1
1,11,1,13,1,1,2,-0.43401521522942293,1,1,-0.17529818073082784,2,2,3,4,0,0,0,2,3,0,1
0,9,2,6,1,1,1,-0.28577855497497473,1,0,-0.17529818073082784,2,1,6,5,1,0,0,0,2,1,1
0,5,5,9,1,1,1,-0.8046068658655434,1,0,-0.17529818073082784,2,0,5,4,0,0,0,3,3,0,1
0,5,1,6,1,1,1,2.5307179898595407,0,5,-0.17529818073082784,2,3,3,8,0,0,0,3,3,0,0
0,11,1,5,1,1,1,1.4930613680784035,2,1,-0.17529818073082784,2,0,5,7,0,0,0,3,3,0,2
0,4,1,17,1,1,1,-0.7304885357383193,2,1,-0.17529818073082784,2,2,5,4,0,0,0,2,3,0,2
0,10,5,6,1,1,2,-0.8046068658655434,4,5,-0.17529818073082784,2,3,1,4,0,0,0,2,3,0,1
0,11,1,9,1,1,2,-0.6563702056110952,4,5,-0.17529818073082784,2,3,4,4,1,0,0,3,3,0,1
0,5,1,17,1,1,2,-0.43401521522942293,1,0,-0.17529818073082784,2,3,4,4,0,0,0,1,3,0,1
0,5,2,13,1,1,1,-0.28577855497497473,2,0,-0.17529818073082784,2,3,3,5,1,0,0,2,3,0,2
1,11,5,17,1,1,2,-0.8787251959927674,0,0,-0.17529818073082784,2,0,4,4,0,0,0,2,3,0,0
0,6,3,13,0,1,1,0.30716808604281803,2,0,-0.17529818073082784,2,3,5,5,0,0,0,3,3,0,2
0,6,3,13,1,1,1,0.3812864161700421,1,1,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,1
0,6,6,13,1,1,1,1.5671796982056276,0,1,-0.17529818073082784,2,1,6,7,0,0,0,2,3,0,0
0,6,4,13,1,1,1,0.3812864161700421,1,5,-0.17529818073082784,2,0,5,5,0,0,0,3,3,0,1
0,11,5,6,1,1,1,0.9001147270606108,4,5,-0.17529818073082784,2,1,6,6,0,0,0,1,3,0,1
0,4,0,5,1,1,1,0.23304975591559393,6,5,-0.17529818073082784,2,0,5,5,0,0,0,2,3,0,0
0,4,0,9,0,0,1,1.122469717442283,1,4,-0.17529818073082784,2,3,5,6,0,0,0,3,3,0,1
0,9,0,17,1,1,1,0.45540474629726624,2,0,-0.17529818073082784,2,3,6,6,0,0,1,0,3,0,2
0,10,3,2,0,1,1,0.9742330571878349,1,1,-0.17529818073082784,2,1,5,6,0,0,0,1,3,0,1
0,10,0,17,1,1,2,-0.6563702056110952,0,0,-0.17529818073082784,2,3,5,4,0,0,0,2,3,0,0
0,10,6,6,1,0,1,0.30716808604281803,2,0,-0.17529818073082784,2,2,5,5,0,0,0,2,3,0,2
0,10,0,13,1,1,1,1.863653018714524,6,2,-0.17529818073082784,2,0,6,7,0,0,0,2,2,1,0
0,6,4,0,1,1,1,1.3448247078239555,0,5,-0.17529818073082784,2,2,5,7,0,0,0,0,3,0,0
0,8,5,9,1,1,1,-0.508133545356647,2,0,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,2
0,8,1,13,1,0,1,0.08481309566114575,0,4,-0.17529818073082784,2,3,5,5,0,0,0,3,3,0,0
0,8,3,6,1,1,2,-2.9540384395550423,0,5,-0.17529818073082784,2,3,7,0,0,0,0,3,3,0,0
0,8,3,2,1,1,1,-0.9528435261199916,0,5,-0.17529818073082784,2,3,4,4,0,0,0,3,3,2,0
0,8,2,16,1,1,2,-0.28577855497497473,1,2,2.100036791381428,2,1,6,5,0,0,0,1,1,0,1
1,11,4,17,1,1,1,-0.8046068658655434,1,1,-0.17529818073082784,2,1,5,4,0,0,0,3,3,0,1
0,10,3,6,1,1,2,-0.7304885357383193,1,0,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,1
0,1,4,9,1,1,1,0.8259963969333867,1,0,-0.17529818073082784,2,2,6,6,0,0,0,2,3,0,1
0,1,6,2,0,1,1,0.01069476553392166,1,2,-0.17529818073082784,2,3,5,5,0,0,0,3,3,0,1
0,3,3,13,1,1,1,-0.3598968851021988,2,0,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,2
0,11,4,5,1,1,2,-0.43401521522942293,0,4,-0.17529818073082784,2,3,4,4,0,0,0,3,3,0,0
0,0,0,13,1,1,2,-1.3975535068833362,1,0,-0.17529818073082784,2,1,3,3,0,0,0,2,3,0,1
0,0,1,0,1,1,1,0.5295230764244904,0,5,-0.17529818073082784,2,0,6,6,1,0,0,2,3,0,0
0,0,6,6,1,1,1,1.122469717442283,1,0,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,1
0,5,4,6,1,1,1,0.8259963969333867,2,0,-0.17529818073082784,2,2,5,6,0,0,0,3,3,0,2
0,1,6,17,1,1,2,-0.43401521522942293,1,0,-0.17529818073082784,2,3,5,4,0,0,0,3,3,0,1
0,10,3,6,1,1,1,-0.8046068658655434,2,0,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,2
0,9,2,13,1,1,2,-1.0269618562472156,2,0,-0.17529818073082784,2,2,4,4,0,0,0,3,3,0,2
0,9,0,2,1,0,1,0.15893142578836986,0,5,-0.17529818073082784,2,0,5,5,0,0,0,0,3,0,0
0,2,4,13,1,1,1,-1.0269618562472156,1,0,-0.17529818073082784,2,0,4,4,0,0,0,1,2,1,1
0,7,5,13,1,1,1,1.3448247078239555,2,0,-0.17529818073082784,2,1,6,7,0,0,0,1,3,0,2
0,7,3,13,1,1,1,-0.8046068658655434,1,0,-0.17529818073082784,2,3,5,4,0,0,0,3,3,0,1
0,7,5,13,1,1,2,-0.8787251959927674,1,1,-0.17529818073082784,2,0,5,4,0,0,0,3,3,0,1
0,0,6,17,1,0,3,-0.06342356459330244,2,4,-0.17529818073082784,2,2,5,5,0,0,0,2,3,0,2
0,5,4,2,1,1,1,0.01069476553392166,2,2,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,2
0,9,5,13,0,1,1,-0.3598968851021988,2,1,-0.17529818073082784,2,0,5,4,0,0,0,1,3,0,2
0,9,2,6,1,1,1,1.2707063776967313,1,4,-0.17529818073082784,2,0,5,7,0,0,0,0,3,0,1
0,9,4,6,1,1,2,-0.8046068658655434,1,1,-0.17529818073082784,2,3,4,4,0,0,0,0,3,0,1
1,11,0,5,1,1,1,-0.13754189472052653,0,4,-0.17529818073082784,2,3,4,5,0,0,0,3,3,0,0
0,9,4,17,1,1,2,0.08481309566114575,0,0,-0.17529818073082784,2,3,5,5,0,0,0,1,3,0,0
0,10,2,5,1,1,1,1.6412980283328518,1,1,-0.17529818073082784,2,3,5,7,0,0,0,0,3,0,1
0,11,5,5,1,1,1,0.5295230764244904,0,4,-0.17529818073082784,2,3,5,6,0,0,0,3,3,0,0
0,11,0,9,1,1,1,1.048351387315059,1,0,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,1
0,1,5,13,1,1,1,0.30716808604281803,1,1,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,1
0,5,4,17,1,1,1,1.6412980283328518,0,4,-0.17529818073082784,2,3,6,7,0,0,0,3,3,0,0
0,5,4,6,0,1,2,-1.1751985165016638,2,1,-0.17529818073082784,2,2,3,3,0,0,0,0,3,0,2
0,7,5,13,1,1,1,-0.7304885357383193,1,0,-0.17529818073082784,2,2,4,4,0,0,0,3,3,0,1
0,7,4,13,0,1,1,-0.8046068658655434,1,0,-0.17529818073082784,2,1,4,4,0,0,0,1,3,0,1
0,2,4,6,1,1,1,0.3812864161700421,4,5,-0.17529818073082784,2,0,6,5,1,0,0,3,3,0,1
0,2,0,13,1,1,1,-1.0269618562472156,0,4,-0.17529818073082784,2,1,4,4,0,0,0,3,3,0,0
0,9,2,2,1,1,1,-0.43401521522942293,0,1,-0.17529818073082784,2,0,4,4,0,0,0,3,0,1,0
0,9,2,17,1,0,1,-0.5822518754838711,0,4,-0.17529818073082784,2,3,3,4,0,0,0,1,3,0,0
1,11,0,6,1,1,1,0.9742330571878349,0,4,-0.17529818073082784,2,3,6,6,0,0,0,0,3,0,0
0,9,5,2,1,1,2,-1.0269618562472156,2,0,-0.17529818073082784,2,1,4,4,0,0,0,1,3,0,2
0,10,2,17,1,0,1,-0.9528435261199916,2,1,-0.17529818073082784,2,1,3,4,0,0,0,3,3,2,2
0,10,0,17,1,1,1,-0.8787251959927674,0,0,-0.17529818073082784,2,3,3,4,0,0,0,3,3,0,0
0,1,0,18,1,0,0,0.9001147270606108,2,5,-0.17529818073082784,2,1,5,6,0,0,0,0,3,0,2
0,5,0,2,1,1,1,0.08481309566114575,0,1,-0.17529818073082784,2,0,5,5,0,0,0,0,3,0,0
0,6,0,6,1,1,1,-0.21166022484775063,2,0,6.65070673560594,2,1,5,5,0,0,0,3,3,0,2
0,6,5,6,1,1,2,-2.9540384395550423,2,5,-0.17529818073082784,2,2,7,0,0,0,0,3,3,0,2
0,0,3,2,1,1,1,1.4189430379511794,2,1,-0.17529818073082784,2,2,6,7,0,0,0,0,3,0,2
0,0,5,2,1,1,2,-0.7304885357383193,1,0,-0.17529818073082784,2,3,4,4,0,0,0,1,3,0,1
0,0,1,6,1,1,1,-0.9528435261199916,1,5,-0.17529818073082784,2,3,4,4,0,0,0,1,3,0,1
0,0,2,6,0,1,1,-0.7304885357383193,2,0,-0.17529818073082784,2,2,4,4,0,0,0,1,3,0,2
0,0,3,17,1,1,1,0.8259963969333867,1,4,-0.17529818073082784,2,0,6,6,0,0,0,3,3,0,1
1,11,0,6,1,0,2,-1.1751985165016638,4,5,-0.17529818073082784,0,3,3,3,0,0,0,3,1,0,1
0,3,4,17,1,1,2,-0.43401521522942293,2,0,-0.17529818073082784,2,1,4,4,0,0,0,3,3,0,2
0,1,5,6,1,1,1,-1.0269618562472156,2,0,-0.17529818073082784,2,3,4,4,0,0,0,3,3,0,2
0,8,1,13,0,1,2,-0.9528435261199916,1,0,-0.17529818073082784,2,3,5,4,0,1,0,3,3,0,1
0,8,3,6,1,1,1,0.6777597366789385,1,5,-0.17529818073082784,2,1,5,6,0,0,1,3,3,0,1
0,1,1,17,1,1,2,-0.508133545356647,1,0,-0.17529818073082784,2,1,3,4,0,0,0,0,3,0,1
0,11,1,6,1,0,2,-0.9528435261199916,1,0,-0.17529818073082784,2,3,3,4,0,0,0,3,2,1,1
0,11,2,18,1,1,1,2.604836319986765,2,2,-0.17529818073082784,2,2,6,8,0,0,0,0,3,0,2
0,11,0,2,1,1,1,1.122469717442283,0,0,-0.17529818073082784,2,0,6,6,0,0,0,2,3,0,0
0,10,3,13,1,1,1,1.863653018714524,0,4,-0.17529818073082784,2,3,6,7,0,0,0,3,3,0,0
0,2,6,6,1,1,1,1.1965880475695072,2,0,-0.17529818073082784,2,2,5,7,0,0,0,1,3,0,2
0,9,2,5,0,1,2,-0.7304885357383193,2,1,-0.17529818073082784,2,2,3,4,0,0,0,3,3,0,2
0,11,2,2,1,1,1,1.122469717442283,1,1,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,1
0,0,1,2,1,1,1,0.45540474629726624,1,1,-0.17529818073082784,2,1,6,6,0,0,0,3,3,0,1
0,1,3,9,1,0,2,-1.1010801863744397,1,1,-0.17529818073082784,2,3,3,3,0,0,0,0,3,0,1
0,1,5,6,1,1,1,-0.5822518754838711,2,0,-0.17529818073082784,2,1,4,4,0,0,0,2,3,0,2
0,9,0,9,1,1,1,-0.8046068658655434,1,0,-0.17529818073082784,2,2,4,4,0,0,0,2,3,0,1
0,3,0,2,0,1,1,1.5671796982056276,0,1,-0.17529818073082784,2,3,6,7,0,0,0,3,3,0,0
0,4,2,6,1,1,1,0.45540474629726624,1,5,-0.17529818073082784,2,1,7,6,0,0,0,3,3,0,1
0,3,6,13,1,1,1,0.01069476553392166,2,0,-0.17529818073082784,2,0,5,5,0,0,0,0,3,0,2
0,3,5,13,1,1,1,0.9001147270606108,0,4,-0.17529818073082784,2,3,6,6,0,0,0,3,3,0,0
0,7,1,13,1,1,1,0.8259963969333867,6,2,-0.17529818073082784,2,0,6,6,0,0,0,1,3,0,0
0,6,4,6,1,1,1,1.122469717442283,2,1,-0.17529818073082784,2,2,6,6,0,0,0,2,3,0,2
0,6,6,18,1,1,1,0.08481309566114575,2,2,-0.17529818073082784,2,1,3,5,0,0,0,3,3,0,2
0,8,2,17,1,0,2,-0.43401521522942293,0,4,-0.17529818073082784,2,0,4,4,0,0,0,3,3,0,0
0,11,4,17,1,0,2,-1.4716718370105601,1,4,-0.17529818073082784,2,0,0,2,0,0,0,3,3,0,1
0,1,2,5,1,1,1,-0.21166022484775063,6,5,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,0
0,10,5,9,1,1,1,0.08481309566114575,2,0,-0.17529818073082784,2,1,5,5,0,0,1,3,3,0,2
0,11,4,6,1,0,1,0.3812864161700421,4,5,-0.17529818073082784,2,0,5,5,0,0,0,3,3,0,1
1,11,3,13,1,0,2,-0.43401521522942293,1,0,-0.17529818073082784,2,2,3,4,0,0,0,3,3,0,1
0,11,1,5,1,1,1,1.6412980283328518,1,3,-0.17529818073082784,2,1,6,7,0,0,0,2,3,2,1
1,11,1,17,0,1,1,0.9742330571878349,1,0,-0.17529818073082784,2,0,6,6,0,0,0,2,3,0,1
0,3,0,17,1,1,1,-0.28577855497497473,0,0,-0.17529818073082784,2,1,6,5,0,0,0,3,3,0,0
0,6,3,17,1,1,1,0.7518780668061626,0,0,-0.17529818073082784,2,0,5,6,0,0,0,3,3,0,0
0,6,1,13,1,1,2,-0.508133545356647,0,0,-0.17529818073082784,2,3,5,4,0,0,0,2,3,0,0
0,8,2,2,0,1,2,-0.5822518754838711,1,0,-0.17529818073082784,2,1,4,4,0,0,0,1,3,0,1
0,5,3,3,0,0,2,-0.5822518754838711,2,0,-0.17529818073082784,2,2,4,4,0,0,0,2,3,0,2
0,11,1,13,1,1,1,-0.8046068658655434,1,0,-0.17529818073082784,2,0,4,4,1,0,0,3,3,0,1
0,9,2,13,1,1,0,0.08481309566114575,0,1,-0.17529818073082784,2,1,5,5,0,0,0,2,3,0,0
1,11,1,6,1,1,1,-0.5822518754838711,1,0,-0.17529818073082784,2,1,5,4,0,0,0,3,3,0,1
0,10,4,17,1,1,1,-0.508133545356647,1,1,-0.17529818073082784,2,3,4,4,0,0,0,0,3,0,1
0,2,5,9,1,1,1,-1.0269618562472156,1,2,-0.17529818073082784,2,2,5,4,0,0,0,3,3,0,1
0,3,3,9,1,0,1,-0.5822518754838711,2,0,-0.17529818073082784,2,1,5,4,0,0,0,3,3,0,2
0,8,6,2,1,0,1,-0.43401521522942293,0,5,-0.17529818073082784,2,1,2,4,0,0,0,3,3,0,0
0,5,4,6,1,1,1,-0.9528435261199916,1,0,-0.17529818073082784,2,1,3,4,0,0,0,1,3,0,1
0,9,5,0,1,1,1,2.456599659732317,0,5,-0.17529818073082784,2,2,6,8,0,0,0,2,3,0,0
0,9,5,13,1,1,1,0.9742330571878349,2,1,-0.17529818073082784,2,1,3,6,0,0,0,3,3,0,2
0,3,0,13,0,1,1,2.678954650113989,0,0,-0.17529818073082784,2,3,6,8,0,0,0,0,3,0,0
0,0,2,6,1,1,1,-1.0269618562472156,4,5,-0.17529818073082784,2,3,3,4,0,0,0,3,2,1,1
0,6,3,13,1,1,2,-0.3598968851021988,2,0,-0.17529818073082784,2,2,4,4,0,0,0,3,3,0,2
0,0,1,13,1,1,1,1.863653018714524,2,0,-0.17529818073082784,2,1,6,7,0,0,0,2,3,0,2
0,9,5,17,1,1,2,-0.3598968851021988,1,5,2.100036791381428,2,1,4,4,0,0,0,0,1,0,1
0,9,5,5,1,1,2,-0.21166022484775063,2,2,-0.17529818073082784,2,1,6,5,1,0,0,2,3,0,2
0,10,0,13,1,1,1,-0.8046068658655434,0,1,-0.17529818073082784,2,1,5,4,0,0,0,2,3,0,0
1,11,1,3,1,1,2,-1.6199084972650084,1,0,-0.17529818073082784,2,3,2,2,0,0,0,1,3,0,1
0,11,5,9,1,1,1,-0.5822518754838711,2,1,6.65070673560594,2,2,5,4,0,0,0,3,3,0,2
0,1,6,13,1,1,1,1.048351387315059,0,0,-0.17529818073082784,2,0,6,6,0,0,0,3,3,0,0
0,1,4,6,1,1,1,0.08481309566114575,2,1,-0.17529818073082784,2,1,5,5,0,0,0,1,3,0,2
0,2,2,9,1,1,1,-1.0269618562472156,1,0,-0.17529818073082784,2,2,3,4,0,0,0,3,3,0,1
0,9,2,17,1,0,1,1.2707063776967313,1,0,-0.17529818073082784,2,0,6,7,0,0,0,2,3,0,1
