FraudFound_P,PolicyNumber,Age,RepNumber,Month,MonthClaimed,DayOfWeek,Make,DayOfWeekClaimed,WeekOfMonth,WeekOfMonthClaimed
0,11388,29,5,Sep,Dec,Sunday,Mazda,Thursday,4,3
0,11389,40,7,Oct,Nov,Tuesday,VW,Thursday,3,2
0,11390,24,2,Oct,Oct,Tuesday,Toyota,Tuesday,4,4
0,11391,35,4,Nov,Nov,Thursday,Chevrolet,Monday,4,5
0,11392,47,3,Mar,Apr,Friday,Toyota,Wednesday,4,2
0,11393,35,15,Apr,Apr,Sunday,Pontiac,Thursday,1,1
0,11394,26,6,Apr,Apr,Tuesday,Mazda,Wednesday,2,3
0,11395,18,16,Apr,Apr,Thursday,Chevrolet,Tuesday,2,3
0,11396,35,5,Apr,Apr,Wednesday,Toyota,Wednesday,2,3
0,11397,34,4,Jul,Jul,Sunday,Toyota,Monday,5,5
0,11398,54,10,Aug,Aug,Wednesday,Nisson,Thursday,4,4
0,11399,37,9,Aug,Aug,Monday,Ford,Tuesday,5,5
0,11400,32,13,Oct,Oct,Friday,Chevrolet,Friday,2,3
0,11401,43,1,Nov,Dec,Wednesday,Pontiac,Thursday,5,3
0,11402,36,9,Dec,Dec,Friday,Honda,Monday,2,2
0,11403,48,11,Dec,Dec,Wednesday,Honda,Thursday,3,4
0,11404,33,10,Dec,Dec,Thursday,Mazda,Wednesday,2,2
0,11405,40,1,Dec,Dec,Saturday,Chevrolet,Wednesday,1,3
0,11406,69,13,Dec,Dec,Friday,Honda,Monday,1,3
0,11407,46,8,Nov,Dec,Thursday,Toyota,Thursday,5,4
0,11408,43,16,Oct,Oct,Sunday,Mazda,Tuesday,3,3
0,11409,46,13,Aug,Sep,Monday,Honda,Friday,5,2
0,11410,50,5,Jul,Jul,Thursday,Pontiac,Thursday,3,3
1,11411,51,6,Apr,Apr,Saturday,Pontiac,Wednesday,2,4
0,11412,63,6,Apr,May,Sunday,Toyota,Wednesday,5,1
1,11413,44,3,Apr,Apr,Saturday,Pontiac,Monday,2,2
0,11414,77,7,Apr,Apr,Sunday,Ford,Thursday,2,2
1,11415,36,12,Apr,May,Saturday,Pontiac,Tuesday,2,1
0,11416,57,11,Dec,Dec,Saturday,Pontiac,Tuesday,4,4
0,11417,29,13,Dec,Dec,Sunday,Mazda,Thursday,4,5
0,11418,31,13,Dec,Dec,Friday,Honda,Monday,4,4
0,11419,34,2,Nov,Dec,Monday,Pontiac,Monday,5,1
0,11420,29,7,Nov,Nov,Thursday,Honda,Thursday,4,4
0,11421,31,12,Nov,Dec,Friday,Toyota,Tuesday,2,4
0,11422,64,6,Oct,Nov,Saturday,Toyota,Tuesday,5,2
0,11423,26,5,Oct,Oct,Tuesday,Pontiac,Tuesday,4,4
0,11424,49,2,Sep,Sep,Sunday,Pontiac,Wednesday,4,5
0,11425,36,8,Sep,Sep,Friday,Mazda,Friday,4,4
0,11426,56,8,Sep,Sep,Saturday,Pontiac,Tuesday,2,2
0,11427,38,4,Aug,Aug,Tuesday,Honda,Tuesday,4,4
0,11428,61,2,Aug,Aug,Wednesday,Chevrolet,Monday,3,4
0,11429,44,7,Jul,Sep,Saturday,Pontiac,Sunday,5,1
0,11430,39,2,Jun,Jun,Thursday,Chevrolet,Tuesday,3,5
0,11431,48,11,Jun,Jun,Friday,Toyota,Thursday,2,3
0,11432,49,4,May,May,Saturday,Accura,Wednesday,4,4
0,11433,34,14,May,May,Monday,Pontiac,Wednesday,1,1
0,11434,46,2,Apr,May,Saturday,Mazda,Monday,5,1
0,11435,60,1,Apr,Apr,Sunday,Mazda,Monday,3,4
0,11436,30,6,Apr,Apr,Sunday,Mazda,Monday,2,3
0,11437,43,15,Mar,Apr,Wednesday,Mazda,Friday,4,1
0,11438,49,5,Sep,Sep,Friday,Mazda,Tuesday,1,1
0,11439,44,7,Sep,Sep,Thursday,Ford,Thursday,1,1
0,11440,31,4,Sep,Sep,Monday,Pontiac,Monday,3,3
0,11441,32,4,Jan,Feb,Sunday,Honda,Thursday,5,1
0,11442,55,5,Mar,Mar,Wednesday,Pontiac,Tuesday,2,4
0,11443,44,9,May,May,Tuesday,Pontiac,Tuesday,4,4
0,11444,35,10,May,May,Thursday,Chevrolet,Tuesday,3,4
0,11445,27,5,Jul,Jul,Monday,Chevrolet,Monday,1,1
0,11446,42,14,Oct,Nov,Saturday,Chevrolet,Wednesday,2,4
0,11447,29,10,Sep,Oct,Friday,Honda,Monday,5,1
1,11448,50,10,Apr,Apr,Monday,Accura,Wednesday,2,4
0,11449,29,2,May,Jun,Monday,Pontiac,Wednesday,2,2
0,11450,42,9,May,May,Thursday,Toyota,Thursday,1,1
1,11451,35,16,Apr,Apr,Monday,Honda,Tuesday,2,4
0,11452,77,2,Sep,Sep,Sunday,Pontiac,Thursday,1,2
0,11453,43,10,Sep,Sep,Sunday,Honda,Friday,1,2
0,11454,37,10,Sep,Oct,Friday,Ford,Thursday,5,1
0,11455,32,14,Dec,Dec,Monday,Mazda,Thursday,4,5
0,11456,50,14,Feb,Feb,Tuesday,Accura,Monday,3,4
0,11457,33,14,Feb,Mar,Friday,Accura,Wednesday,3,1
0,11458,31,13,Jul,Aug,Thursday,Pontiac,Friday,2,1
0,11459,38,13,Aug,Aug,Tuesday,Pontiac,Monday,1,2
0,11460,41,1,Jul,Jul,Wednesday,Pontiac,Monday,3,4
0,11461,60,7,Apr,May,Monday,Mazda,Thursday,2,1
0,11462,29,2,Apr,Apr,Monday,Ford,Tuesday,2,3
0,11463,44,9,Dec,Dec,Monday,Toyota,Tuesday,2,3
0,11464,51,1,Dec,Dec,Tuesday,Pontiac,Thursday,1,3
0,11465,30,4,May,May,Thursday,Pontiac,Friday,2,2
0,11466,47,4,May,Jun,Friday,Mazda,Thursday,2,1
0,11467,50,11,Apr,Apr,Monday,Chevrolet,Tuesday,1,1
0,11468,55,2,Apr,Apr,Wednesday,Honda,Thursday,3,4
0,11469,28,3,Apr,Apr,Friday,Mazda,Monday,2,2
0,11470,61,10,Apr,May,Thursday,Chevrolet,Friday,2,1
0,11471,39,15,May,May,Sunday,Toyota,Friday,2,2
0,11472,35,2,May,May,Monday,Saab,Wednesday,2,2
0,11473,28,5,Aug,Aug,Thursday,Mazda,Monday,1,2
0,11474,49,13,Jul,Jul,Friday,Pontiac,Monday,4,4
0,11475,57,7,Aug,Aug,Friday,Toyota,Wednesday,1,3
0,11476,23,13,Sep,Sep,Tuesday,Honda,Wednesday,1,1
0,11477,18,1,Nov,Nov,Wednesday,Honda,Tuesday,3,4
0,11478,42,6,Apr,Apr,Monday,Chevrolet,Thursday,2,3
0,11479,33,13,Jun,Jul,Tuesday,Pontiac,Friday,4,5
0,11480,29,16,Mar,Apr,Friday,Honda,Friday,2,5
0,11481,28,2,May,May,Saturday,Pontiac,Monday,2,2
0,11482,26,14,Jun,Jun,Monday,Pontiac,Wednesday,1,2
0,11483,31,13,Dec,Dec,Tuesday,Mazda,Tuesday,3,3
0,11484,30,15,Dec,Dec,Monday,Toyota,Monday,3,3
0,11485,27,5,Dec,Dec,Friday,Toyota,Monday,3,3
0,11486,38,7,Apr,Apr,Tuesday,Honda,Monday,2,3
0,11487,37,4,Oct,Oct,Tuesday,Toyota,Wednesday,3,3
0,11488,47,10,Oct,Oct,Monday,VW,Wednesday,3,3
0,11489,46,15,Aug,Sep,Wednesday,Chevrolet,Tuesday,5,2
0,11490,26,9,Apr,May,Monday,Pontiac,Monday,3,2
0,11491,27,8,Dec,Dec,Monday,Pontiac,Thursday,3,4
0,11492,53,4,Dec,Dec,Wednesday,Toyota,Tuesday,3,3
0,11493,28,4,Sep,Sep,Monday,Ford,Sunday,1,2
0,11494,37,7,Aug,Aug,Wednesday,Pontiac,Wednesday,2,3
0,11495,33,10,Apr,Apr,Tuesday,Toyota,Wednesday,2,3
0,11496,40,1,Jul,Aug,Tuesday,Pontiac,Wednesday,3,1
0,11497,34,8,May,May,Wednesday,Pontiac,Friday,1,1
0,11498,22,16,Oct,Oct,Monday,Pontiac,Tuesday,2,2
0,11499,43,16,Oct,Dec,Sunday,Pontiac,Tuesday,2,3
0,11500,47,6,Sep,Sep,Monday,Honda,Monday,2,3
0,11501,37,11,Apr,May,Tuesday,Toyota,Friday,4,1
0,11502,36,12,Apr,Apr,Saturday,Chevrolet,Friday,4,5
0,11503,33,7,Feb,Feb,Wednesday,Toyota,Thursday,4,4
0,11504,25,5,Sep,Sep,Thursday,Honda,Monday,4,4
0,11505,43,14,Jul,Aug,Wednesday,Pontiac,Wednesday,4,1
0,11506,30,6,Jul,Jul,Monday,Chevrolet,Tuesday,4,4
0,11507,55,3,Mar,Apr,Monday,Honda,Thursday,5,2
0,11508,37,11,May,May,Wednesday,Toyota,Thursday,1,1
0,11509,30,10,Jun,Jun,Saturday,Pontiac,Thursday,1,2
0,11510,54,12,Jul,Sep,Saturday,Toyota,Tuesday,5,3
0,11511,32,5,Aug,Aug,Tuesday,Toyota,Thursday,3,3
0,11512,47,6,Sep,Oct,Thursday,Pontiac,Monday,3,1
1,11513,43,10,Apr,Apr,Wednesday,Mazda,Thursday,2,3
0,11514,48,16,Sep,Oct,Thursday,Chevrolet,Tuesday,4,1
0,11515,29,8,Nov,Nov,Tuesday,Pontiac,Tuesday,2,2
0,11516,31,12,Dec,Dec,Monday,Pontiac,Tuesday,2,3
0,11517,20,4,Dec,Jan,Tuesday,Toyota,Sunday,4,1
0,11518,31,9,May,May,Wednesday,VW,Thursday,1,1
0,11519,40,12,May,May,Wednesday,Honda,Thursday,1,1
0,11520,38,2,Aug,Aug,Friday,Pontiac,Monday,3,5
0,11521,28,11,Aug,Oct,Thursday,Pontiac,Tuesday,3,2
0,11522,55,16,Sep,Oct,Sunday,Pontiac,Monday,1,2
0,11523,50,1,Apr,Apr,Thursday,Ford,Tuesday,2,3
0,11524,65,4,Sep,Sep,Wednesday,Toyota,Thursday,2,3
0,11525,35,8,Dec,Dec,Tuesday,Accura,Friday,1,4
0,11526,26,8,Dec,Dec,Monday,Toyota,Tuesday,2,2
0,11527,42,7,Dec,Dec,Wednesday,Toyota,Friday,3,4
0,11528,39,6,Dec,Dec,Wednesday,Mazda,Thursday,3,5
0,11529,54,16,Sep,Sep,Sunday,Honda,Monday,3,3
0,11530,35,7,Sep,Sep,Sunday,Pontiac,Tuesday,3,3
0,11531,54,6,Apr,May,Thursday,Pontiac,Tuesday,2,3
0,11532,32,13,Sep,Sep,Saturday,Honda,Thursday,2,3
0,11533,74,16,Sep,Sep,Saturday,Pontiac,Friday,1,5
0,11534,28,12,Jun,Jun,Monday,Mazda,Wednesday,4,5
0,11535,35,8,Jun,Jun,Friday,Honda,Tuesday,1,1
0,11536,33,4,May,May,Thursday,Honda,Thursday,2,2
0,11537,41,2,May,May,Sunday,Mazda,Thursday,2,2
0,11538,40,6,May,May,Saturday,Toyota,Friday,1,2
0,11539,28,1,May,May,Thursday,Chevrolet,Wednesday,1,2
0,11540,56,5,Apr,Oct,Saturday,Toyota,Thursday,4,1
0,11541,33,8,Jan,Jan,Tuesday,Toyota,Monday,1,2
0,11542,36,4,Dec,Dec,Monday,Toyota,Wednesday,4,5
0,11543,31,1,Dec,Dec,Tuesday,Mazda,Tuesday,2,3
0,11544,20,15,Nov,Nov,Monday,Mazda,Wednesday,2,2
0,11545,54,15,Oct,Oct,Saturday,Chevrolet,Friday,3,4
0,11546,31,5,Oct,Oct,Thursday,Honda,Thursday,2,2
0,11547,36,16,Sep,Oct,Thursday,Mazda,Tuesday,5,1
0,11548,45,10,Sep,Sep,Wednesday,Mazda,Friday,4,4
0,11549,44,5,Sep,Sep,Wednesday,Toyota,Wednesday,4,4
0,11550,44,16,Sep,Sep,Sunday,Mercury,Monday,3,3
0,11551,79,14,Sep,Sep,Wednesday,Pontiac,Thursday,3,3
0,11552,40,15,Sep,Nov,Wednesday,Toyota,Tuesday,3,2
0,11553,45,1,Sep,Sep,Thursday,Mazda,Monday,1,2
0,11554,31,3,Aug,Sep,Monday,Toyota,Thursday,4,1
0,11555,39,13,Aug,Sep,Sunday,Saturn,Wednesday,3,2
0,11556,72,10,Apr,Apr,Saturday,Mazda,Tuesday,3,3
0,11557,29,7,Jun,Jun,Saturday,Mercury,Monday,1,1
0,11558,27,10,May,Jun,Thursday,Honda,Monday,4,2
0,11559,48,15,May,May,Friday,Toyota,Tuesday,2,3
0,11560,37,9,May,Jun,Thursday,Pontiac,Wednesday,1,1
0,11561,0,15,Apr,Apr,Saturday,Honda,Monday,1,1
0,11562,56,9,Mar,Mar,Friday,Ford,Monday,2,3
0,11563,44,10,Feb,Feb,Monday,Honda,Tuesday,4,4
0,11564,40,15,May,May,Friday,Chevrolet,Monday,4,5
0,11565,33,2,May,May,Saturday,Mazda,Monday,3,4
0,11566,77,5,May,May,Wednesday,Chevrolet,Wednesday,3,3
0,11567,36,6,Sep,Sep,Tuesday,Honda,Tuesday,3,3
0,11568,37,9,Jun,Jun,Tuesday,Dodge,Tuesday,2,2
0,11569,43,9,Jun,Jun,Monday,Accura,Friday,1,2
0,11570,43,9,Jul,Jul,Sunday,Honda,Tuesday,3,4
0,11571,52,9,Jul,Jul,Wednesday,Pontiac,Friday,2,3
0,11572,26,12,Sep,Sep,Monday,Honda,Thursday,1,2
0,11573,34,10,Nov,Nov,Monday,Honda,Tuesday,4,4
0,11574,45,5,Nov,Nov,Tuesday,Pontiac,Thursday,3,3
0,11575,28,1,Oct,Oct,Monday,Chevrolet,Monday,2,2
0,11576,30,13,Dec,Dec,Monday,Mazda,Wednesday,3,4
0,11577,32,12,Mar,Mar,Thursday,Toyota,Thursday,1,1
1,11578,35,1,Oct,Nov,Monday,Honda,Friday,3,4
0,11579,52,7,Nov,Nov,Thursday,Toyota,Friday,4,4
0,11580,29,14,Nov,Nov,Wednesday,Toyota,Thursday,4,5
0,11581,27,5,Dec,Jan,Saturday,Toyota,Monday,5,1
0,11582,42,7,Jun,Jun,Monday,Mazda,Tuesday,2,3
0,11583,36,4,Jun,Jun,Wednesday,Chevrolet,Friday,4,4
1,11584,31,7,Apr,Jun,Sunday,Toyota,Monday,3,4
0,11585,22,8,Sep,Sep,Tuesday,Honda,Tuesday,1,1
0,11586,40,1,Dec,Dec,Saturday,VW,Tuesday,4,4
0,11587,26,15,Jan,Jan,Tuesday,Mazda,Wednesday,3,3
0,11588,47,3,Mar,Mar,Thursday,Ford,Wednesday,1,2
0,11589,32,10,Jun,Jun,Monday,Toyota,Monday,2,2
0,11590,35,6,Jun,Jun,Friday,Toyota,Friday,2,2
0,11591,22,9,May,May,Saturday,Mazda,Tuesday,4,5
0,11592,41,7,Jul,Jul,Thursday,Honda,Wednesday,2,2
0,11593,30,7,Sep,Oct,Friday,Honda,Tuesday,4,1
0,11594,35,15,Sep,Sep,Sunday,Honda,Friday,4,5
0,11595,42,9,Oct,Oct,Tuesday,VW,Thursday,4,4
0,11596,47,1,Oct,Nov,Saturday,Dodge,Friday,4,1
0,11597,67,4,Dec,Jan,Thursday,Accura,Thursday,4,2
0,11598,38,6,Dec,Dec,Thursday,Ford,Thursday,4,5
0,11599,44,1,Jun,Jun,Wednesday,Pontiac,Friday,2,2
0,11600,44,2,May,May,Thursday,Chevrolet,Friday,3,3
1,11601,42,10,Apr,Apr,Monday,Honda,Tuesday,3,4
0,11602,56,6,May,May,Sunday,Honda,Monday,3,3
0,11603,60,12,Aug,Sep,Monday,Toyota,Monday,5,3
0,11604,52,14,Nov,Nov,Saturday,Dodge,Tuesday,1,2
0,11605,30,1,Oct,Oct,Wednesday,Honda,Thursday,4,4
0,11606,49,14,Dec,Dec,Wednesday,Ford,Thursday,3,5
0,11607,58,1,Apr,Apr,Monday,Toyota,Thursday,3,3
0,11608,26,12,Oct,Oct,Friday,Toyota,Friday,2,2
0,11609,35,6,Aug,Aug,Monday,Mazda,Friday,3,3
0,11610,47,1,May,May,Sunday,Saab,Wednesday,3,3
0,11611,29,13,Oct,Oct,Tuesday,Pontiac,Tuesday,3,3
0,11612,36,11,Oct,Oct,Wednesday,Toyota,Thursday,3,3
0,11613,50,11,Oct,Oct,Saturday,Ford,Monday,1,1
0,11614,49,2,Aug,Oct,Monday,Toyota,Friday,1,4
0,11615,42,10,Jul,Aug,Tuesday,Honda,Wednesday,2,3
0,11616,51,6,Jun,Jun,Thursday,Pontiac,Friday,3,3
0,11617,39,8,Mar,May,Friday,Pontiac,Tuesday,3,3
0,11618,41,7,Jan,Nov,Thursday,Toyota,Friday,4,1
0,11619,30,9,Nov,Nov,Wednesday,Chevrolet,Friday,1,1
0,11620,54,14,Jun,Jun,Sunday,Pontiac,Wednesday,2,3
0,11621,35,13,Apr,Apr,Monday,Mazda,Thursday,1,2
0,11622,40,12,Nov,Nov,Thursday,Honda,Tuesday,3,4
0,11623,38,5,Nov,Nov,Wednesday,Mazda,Wednesday,3,4
0,11624,26,3,Jul,Jul,Wednesday,Pontiac,Tuesday,1,2
0,11625,47,8,Mar,Mar,Sunday,Toyota,Monday,2,2
0,11626,52,12,Jan,Jan,Tuesday,Pontiac,Tuesday,2,2
0,11627,44,15,Jan,Jan,Sunday,VW,Monday,2,2
0,11628,33,11,Dec,Jan,Saturday,Pontiac,Monday,5,2
0,11629,30,7,Dec,Jan,Friday,Chevrolet,Thursday,5,2
0,11630,39,5,Dec,Dec,Saturday,Pontiac,Tuesday,1,2
0,11631,35,11,Sep,Sep,Wednesday,Toyota,Wednesday,4,4
0,11632,37,13,Feb,Mar,Wednesday,Honda,Friday,4,1
0,11633,42,15,Jan,Jan,Wednesday,Honda,Thursday,3,3
0,11634,27,2,Apr,May,Tuesday,Toyota,Monday,4,3
0,11635,31,12,May,May,Thursday,Pontiac,Tuesday,4,5
0,11636,29,14,Sep,Sep,Wednesday,Chevrolet,Monday,2,2
0,11637,39,7,Sep,Sep,Monday,Pontiac,Tuesday,1,1
0,11638,29,13,Sep,Sep,Tuesday,Toyota,Wednesday,4,5
0,11639,44,1,Nov,Nov,Tuesday,Mazda,Tuesday,5,5
0,11640,25,9,Jan,Jan,Sunday,Honda,Monday,1,1
0,11641,43,13,May,May,Tuesday,Toyota,Tuesday,3,3
0,11642,62,2,Sep,Sep,Saturday,Honda,Monday,3,3
0,11643,34,6,Sep,Sep,Thursday,Toyota,Tuesday,3,3
0,11644,29,1,Apr,Apr,Wednesday,Toyota,Tuesday,3,4
0,11645,32,1,Oct,Dec,Thursday,Honda,Thursday,2,5
0,11646,54,14,Dec,Dec,Saturday,Ford,Friday,3,4
0,11647,29,8,Dec,Dec,Tuesday,Pontiac,Wednesday,4,4
0,11648,31,7,Dec,Dec,Friday,Honda,Tuesday,4,4
0,11649,49,15,Dec,Dec,Friday,Toyota,Wednesday,3,3
0,11650,48,5,Oct,Oct,Monday,Mazda,Monday,2,4
0,11651,27,5,Apr,Apr,Wednesday,Pontiac,Wednesday,3,3
0,11652,28,14,May,May,Thursday,Mazda,Friday,4,4
0,11653,40,11,May,Jun,Friday,Pontiac,Thursday,4,1
0,11654,31,5,May,May,Friday,Pontiac,Friday,4,4
0,11655,34,7,May,May,Monday,Mazda,Wednesday,4,4
0,11656,57,7,May,May,Tuesday,Chevrolet,Tuesday,4,4
0,11657,55,16,May,May,Friday,Pontiac,Friday,3,4
0,11658,31,9,Apr,Nov,Sunday,Mazda,Thursday,3,5
0,11659,52,7,Jan,Jan,Monday,Honda,Monday,4,4
0,11660,38,7,Dec,Dec,Thursday,Chevrolet,Thursday,3,3
0,11661,39,16,Nov,Nov,Friday,Pontiac,Friday,3,3
0,11662,72,13,Nov,Nov,Monday,Mazda,Wednesday,3,3
0,11663,38,3,Sep,Oct,Wednesday,Honda,Monday,5,1
0,11664,45,3,Aug,Aug,Thursday,Dodge,Thursday,4,4
0,11665,23,2,Jul,Jul,Thursday,Pontiac,Thursday,4,4
0,11666,35,4,May,May,Friday,Mazda,Monday,3,4
0,11667,30,15,Feb,May,Monday,Toyota,Wednesday,3,4
1,11668,40,1,Apr,Jun,Thursday,Honda,Thursday,3,1
0,11669,33,11,Jan,Jan,Monday,Toyota,Tuesday,3,3
0,11670,35,9,Oct,Oct,Tuesday,Chevrolet,Thursday,3,3
0,11671,29,9,Jan,Jan,Monday,Honda,Wednesday,1,1
0,11672,64,7,Jul,Jul,Sunday,Chevrolet,Monday,3,3
0,11673,61,16,Aug,Oct,Monday,Pontiac,Wednesday,2,1
0,11674,52,1,Oct,Oct,Monday,Toyota,Monday,5,5
0,11675,53,12,Nov,Nov,Tuesday,Pontiac,Tuesday,4,4
1,11676,55,13,Apr,Apr,Thursday,Honda,Monday,3,4
0,11677,49,15,Apr,Apr,Thursday,Toyota,Wednesday,3,4
0,11678,77,16,May,May,Sunday,Mazda,Thursday,1,1
0,11679,54,12,May,May,Monday,Dodge,Tuesday,1,2
0,11680,57,4,Sep,Oct,Sunday,Pontiac,Friday,2,3
0,11681,26,16,Aug,Aug,Tuesday,Chevrolet,Tuesday,4,4
1,11682,24,4,Apr,May,Thursday,Mazda,Wednesday,3,2
0,11683,49,16,Nov,Nov,Monday,Honda,Wednesday,5,5
0,11684,45,1,Dec,Dec,Saturday,Pontiac,Thursday,4,5
0,11685,21,15,Apr,May,Saturday,Mazda,Wednesday,5,4
0,11686,42,13,Jul,Jul,Saturday,Mazda,Friday,3,4
0,11687,38,13,Aug,Aug,Thursday,Pontiac,Friday,4,4
0,11688,42,9,Oct,Oct,Saturday,Toyota,Monday,3,3
0,11689,44,15,Dec,Dec,Wednesday,Mazda,Thursday,1,3
0,11690,48,15,Aug,Nov,Sunday,Honda,Wednesday,2,1
1,11691,46,16,Apr,Apr,Friday,Toyota,Monday,4,4
0,11692,39,8,Jun,Jun,Tuesday,Toyota,Monday,1,2
0,11693,43,15,Jan,Jan,Monday,Pontiac,Tuesday,4,4
0,11694,27,9,Jun,Jun,Monday,Chevrolet,Wednesday,4,5
0,11695,31,5,Sep,Sep,Thursday,Chevrolet,Monday,3,3
0,11696,25,8,Apr,Jun,Friday,Honda,Wednesday,4,2
0,11697,53,3,Aug,Aug,Sunday,Toyota,Monday,4,4
0,11698,35,14,Jul,Sep,Friday,Accura,Monday,5,2
0,11699,60,10,Sep,Oct,Wednesday,Pontiac,Monday,4,2
0,11700,45,3,Oct,Oct,Thursday,Mazda,Thursday,4,4
0,11701,43,15,Oct,Nov,Wednesday,Pontiac,Wednesday,4,1
0,11702,45,5,Oct,Oct,Tuesday,Ford,Tuesday,1,1
0,11703,48,1,Jan,Jan,Saturday,Honda,Tuesday,3,3
0,11704,37,7,Jan,Jan,Friday,Pontiac,Thursday,2,3
0,11705,55,2,Apr,Jun,Thursday,Ford,Thursday,4,1
0,11706,80,12,May,Jun,Monday,Toyota,Thursday,5,1
0,11707,32,6,May,Jun,Saturday,Pontiac,Friday,4,1
0,11708,56,4,Jul,Jul,Sunday,Pontiac,Monday,2,2
0,11709,36,1,Jul,Jul,Thursday,Toyota,Friday,1,2
0,11710,42,7,Nov,Nov,Wednesday,Honda,Friday,1,1
0,11711,38,5,Nov,Nov,Wednesday,Pontiac,Friday,1,3
0,11712,38,14,Sep,Sep,Wednesday,Pontiac,Tuesday,2,3
0,11713,39,11,Dec,Dec,Tuesday,Ford,Tuesday,1,1
0,11714,34,10,May,May,Wednesday,Chevrolet,Monday,2,4
0,11715,52,4,Dec,Dec,Tuesday,Pontiac,Monday,2,3
0,11716,40,6,May,May,Sunday,Mazda,Wednesday,3,3
0,11717,50,8,May,May,Saturday,Pontiac,Friday,3,4
0,11718,24,7,Sep,Oct,Saturday,Honda,Monday,5,1
0,11719,35,4,Jul,Aug,Tuesday,Honda,Friday,3,2
0,11720,27,5,Oct,Oct,Friday,Pontiac,Friday,3,3
0,11721,45,3,Jun,Jul,Thursday,Pontiac,Tuesday,5,1
0,11722,33,6,Jun,Jun,Monday,Mercury,Wednesday,3,4
0,11723,46,3,Nov,Dec,Tuesday,Ford,Friday,4,3
0,11724,34,11,Nov,Nov,Sunday,Pontiac,Tuesday,1,2
0,11725,37,8,Oct,Jan,Saturday,Toyota,Monday,5,3
0,11726,37,14,Oct,Oct,Sunday,Toyota,Wednesday,1,3
0,11727,51,9,Aug,Aug,Thursday,Pontiac,Monday,3,4
0,11728,73,11,Jul,Aug,Saturday,Chevrolet,Monday,5,2
0,11729,21,10,Apr,May,Monday,Mazda,Tuesday,4,1
0,11730,34,9,Apr,Apr,Saturday,Honda,Monday,3,3
0,11731,58,11,Jan,Jan,Tuesday,Chevrolet,Tuesday,3,3
0,11732,30,13,Jan,Jan,Thursday,Mazda,Thursday,2,2
0,11733,65,6,Apr,Apr,Tuesday,Chevrolet,Tuesday,3,3
0,11734,63,6,Aug,Aug,Wednesday,Mazda,Wednesday,1,4
0,11735,27,4,Sep,Sep,Sunday,Toyota,Monday,4,4
0,11736,27,8,Sep,Sep,Monday,Chevrolet,Monday,4,4
0,11737,30,10,Sep,Sep,Tuesday,Honda,Wednesday,4,4
0,11738,32,14,Oct,Oct,Tuesday,Mazda,Tuesday,1,1
0,11739,31,6,Apr,Apr,Saturday,Toyota,Monday,4,4
0,11740,29,9,Oct,Oct,Thursday,Pontiac,Tuesday,1,3
0,11741,29,12,Oct,Oct,Monday,Chevrolet,Thursday,1,1
0,11742,35,8,Sep,Oct,Friday,Pontiac,Monday,5,4
0,11743,46,3,Sep,Oct,Monday,Honda,Monday,4,1
0,11744,30,12,Jun,Jun,Saturday,Toyota,Wednesday,2,3
0,11745,44,15,Apr,Jun,Monday,Pontiac,Tuesday,3,2
0,11746,29,5,Oct,Oct,Monday,Pontiac,Monday,2,3
0,11747,38,16,Oct,Oct,Friday,Honda,Tuesday,2,2
0,11748,54,12,Aug,Aug,Thursday,Mazda,Thursday,1,3
0,11749,61,15,Feb,Mar,Monday,Pontiac,Wednesday,4,1
0,11750,52,13,Dec,Jan,Thursday,Toyota,Friday,5,2
0,11751,47,13,Jan,Feb,Wednesday,Accura,Wednesday,4,1
0,11752,22,13,Jul,Aug,Monday,Toyota,Monday,3,3
0,11753,54,5,Jul,Jul,Thursday,Chevrolet,Monday,2,3
0,11754,55,3,Apr,May,Thursday,Chevrolet,Wednesday,5,2
0,11755,47,12,Aug,Sep,Monday,Honda,Wednesday,5,5
0,11756,52,5,Oct,Oct,Saturday,Honda,Friday,1,5
0,11757,27,6,Dec,Dec,Wednesday,Mazda,Friday,2,2
0,11758,32,4,Jun,Jun,Wednesday,Pontiac,Wednesday,2,2
0,11759,36,16,Aug,Aug,Tuesday,Honda,Wednesday,3,5
0,11760,29,4,Oct,Oct,Sunday,Pontiac,Wednesday,3,3
0,11761,34,12,Oct,Oct,Sunday,Toyota,Monday,3,3
0,11762,41,6,Oct,Oct,Friday,Chevrolet,Monday,3,4
1,11763,56,3,Apr,May,Sunday,Honda,Thursday,4,1
0,11764,30,4,Jan,Jan,Monday,Honda,Monday,4,4
0,11765,48,3,Mar,Apr,Wednesday,Pontiac,Friday,5,1
0,11766,30,8,May,Jun,Friday,Accura,Wednesday,2,1
0,11767,57,3,May,May,Saturday,Honda,Monday,3,3
0,11768,27,13,Sep,Sep,Thursday,Honda,Friday,4,4
0,11769,50,5,Sep,Sep,Tuesday,Toyota,Friday,3,4
0,11770,44,3,Apr,May,Monday,Toyota,Monday,4,2
0,11771,38,7,Oct,Oct,Sunday,Mazda,Tuesday,3,3
0,11772,29,11,Oct,Oct,Wednesday,Toyota,Monday,1,2
0,11773,40,13,Dec,Dec,Wednesday,Toyota,Thursday,4,4
0,11774,35,7,Nov,Nov,Tuesday,Toyota,Thursday,2,2
0,11775,33,7,May,Jun,Tuesday,Mazda,Friday,5,1
0,11776,31,11,Jun,Jun,Thursday,Toyota,Friday,1,1
0,11777,33,3,Jun,Jun,Thursday,Chevrolet,Monday,1,1
